id,group,category,journey_stage,difficulty,applicable_roles,situation,chat_informed
OSS-01-001,01-getting-started,01-onboarding-and-orientation,discover,beginner,A newcomer | A student | A first-time contributor | A community volunteer,"Trying to understand what open source contribution actually involves, while the onboarding material assumes prior open-source experience.",True
OSS-39-017,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,beginner,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Handling a Kubeflow issue already assigned to an inactive contributor, while automated bots interpret commands and labels.",True
OSS-39-018,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,beginner,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Understanding the difference between reviewer and approver roles, while the affected feature crosses more than one SIG.",True
OSS-39-019,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,beginner,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Building a contribution history across several ecosystem repositories, while membership expectations require sustained community participation.",True
OSS-39-020,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,beginner,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Working toward formal project membership without a mentorship program, while automated bots interpret commands and labels.",True
OSS-39-021,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Finding the SIG or working group that owns a change, while ownership files list people who are temporarily unavailable.",True
OSS-39-022,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Using repository-specific commands to assign or label an issue, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-023,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Signing required contributor agreements before opening a pull request, while each repository uses a slightly different workflow.",True
OSS-39-024,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Requesting review from file owners across subprojects, while ownership files list people who are temporarily unavailable.",True
OSS-39-025,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Joining meetings and channels for the relevant technical group, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-026,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Contributing to documentation before having project membership, while each repository uses a slightly different workflow.",True
OSS-39-027,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Handling a Kubeflow issue already assigned to an inactive contributor, while ownership files list people who are temporarily unavailable.",True
OSS-39-028,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Understanding the difference between reviewer and approver roles, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-029,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Building a contribution history across several ecosystem repositories, while each repository uses a slightly different workflow.",True
OSS-39-030,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Working toward formal project membership without a mentorship program, while ownership files list people who are temporarily unavailable.",True
OSS-39-031,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Finding the SIG or working group that owns a change, while the affected feature crosses more than one SIG.",True
OSS-39-032,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Using repository-specific commands to assign or label an issue, while membership expectations require sustained community participation.",True
OSS-39-033,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Signing required contributor agreements before opening a pull request, while automated bots interpret commands and labels.",True
OSS-39-034,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Requesting review from file owners across subprojects, while the affected feature crosses more than one SIG.",True
OSS-39-035,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Joining meetings and channels for the relevant technical group, while membership expectations require sustained community participation.",True
OSS-39-036,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Contributing to documentation before having project membership, while automated bots interpret commands and labels.",True
OSS-39-037,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Handling a Kubeflow issue already assigned to an inactive contributor, while the affected feature crosses more than one SIG.",True
OSS-39-038,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Understanding the difference between reviewer and approver roles, while membership expectations require sustained community participation.",True
OSS-39-039,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Building a contribution history across several ecosystem repositories, while automated bots interpret commands and labels.",True
OSS-39-040,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,intermediate,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Working toward formal project membership without a mentorship program, while the affected feature crosses more than one SIG.",True
OSS-39-041,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Finding the SIG or working group that owns a change, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-042,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Using repository-specific commands to assign or label an issue, while each repository uses a slightly different workflow.",True
OSS-39-043,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Signing required contributor agreements before opening a pull request, while ownership files list people who are temporarily unavailable.",True
OSS-39-044,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Requesting review from file owners across subprojects, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-045,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Joining meetings and channels for the relevant technical group, while each repository uses a slightly different workflow.",True
OSS-39-046,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Contributing to documentation before having project membership, while ownership files list people who are temporarily unavailable.",True
OSS-39-047,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Handling a Kubeflow issue already assigned to an inactive contributor, while meeting schedules are difficult for the contributor's time zone.",True
OSS-39-048,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Understanding the difference between reviewer and approver roles, while each repository uses a slightly different workflow.",True
OSS-39-049,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Building a contribution history across several ecosystem repositories, while ownership files list people who are temporarily unavailable.",True
OSS-39-050,08-programs-and-ecosystems,39-cncf-kubernetes-and-kubeflow-workflows,ecosystem,advanced,A cloud-native newcomer | A Kubernetes contributor | A Kubeflow contributor | A SIG participant,"Working toward formal project membership without a mentorship program, while meeting schedules are difficult for the contributor's time zone.",True
OSS-40-001,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Moving from submitting changes to reviewing other contributors, while the contributor ladder is informal or undocumented.",True
OSS-40-002,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Building enough context to triage issues responsibly, while existing maintainers disagree about readiness.",True
OSS-40-003,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Asking how reviewer or maintainer roles are earned, while the project needs reviewers more urgently than feature authors.",True
OSS-40-004,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Demonstrating sustained ownership of one project area, while the contributor ladder is informal or undocumented.",True
OSS-40-005,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Giving non-binding reviews before receiving formal permissions, while existing maintainers disagree about readiness.",True
OSS-40-006,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Taking responsibility for documentation or release work, while the project needs reviewers more urgently than feature authors.",True
OSS-40-007,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Mentoring newcomers without becoming their private support channel, while the contributor ladder is informal or undocumented.",True
OSS-40-008,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Requesting sponsorship for a formal community role, while existing maintainers disagree about readiness.",True
OSS-40-009,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Maintaining activity while reducing personal coding contributions, while the project needs reviewers more urgently than feature authors.",True
OSS-40-010,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Stepping down from a role when availability changes, while the contributor ladder is informal or undocumented.",True
OSS-40-011,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Moving from submitting changes to reviewing other contributors, while technical skill is strong but community participation is limited.",True
OSS-40-012,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Building enough context to triage issues responsibly, while permissions differ across organization repositories.",True
OSS-40-013,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Asking how reviewer or maintainer roles are earned, while role expectations have expanded over time.",True
OSS-40-014,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Demonstrating sustained ownership of one project area, while technical skill is strong but community participation is limited.",True
OSS-40-015,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Giving non-binding reviews before receiving formal permissions, while permissions differ across organization repositories.",True
OSS-40-016,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Taking responsibility for documentation or release work, while role expectations have expanded over time.",True
OSS-40-017,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Mentoring newcomers without becoming their private support channel, while technical skill is strong but community participation is limited.",True
OSS-40-018,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Requesting sponsorship for a formal community role, while permissions differ across organization repositories.",True
OSS-40-019,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Maintaining activity while reducing personal coding contributions, while role expectations have expanded over time.",True
OSS-40-020,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,beginner,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Stepping down from a role when availability changes, while technical skill is strong but community participation is limited.",True
OSS-40-021,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Moving from submitting changes to reviewing other contributors, while existing maintainers disagree about readiness.",True
OSS-40-022,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Building enough context to triage issues responsibly, while the project needs reviewers more urgently than feature authors.",True
OSS-40-023,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Asking how reviewer or maintainer roles are earned, while the contributor ladder is informal or undocumented.",True
OSS-40-024,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Demonstrating sustained ownership of one project area, while existing maintainers disagree about readiness.",True
OSS-40-025,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Giving non-binding reviews before receiving formal permissions, while the project needs reviewers more urgently than feature authors.",True
OSS-40-026,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Taking responsibility for documentation or release work, while the contributor ladder is informal or undocumented.",True
OSS-40-027,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Mentoring newcomers without becoming their private support channel, while existing maintainers disagree about readiness.",True
OSS-40-028,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Requesting sponsorship for a formal community role, while the project needs reviewers more urgently than feature authors.",True
OSS-40-029,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Maintaining activity while reducing personal coding contributions, while the contributor ladder is informal or undocumented.",True
OSS-40-030,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Stepping down from a role when availability changes, while existing maintainers disagree about readiness.",True
OSS-40-031,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Moving from submitting changes to reviewing other contributors, while permissions differ across organization repositories.",True
OSS-40-032,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Building enough context to triage issues responsibly, while role expectations have expanded over time.",True
OSS-40-033,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Asking how reviewer or maintainer roles are earned, while technical skill is strong but community participation is limited.",True
OSS-40-034,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Demonstrating sustained ownership of one project area, while permissions differ across organization repositories.",True
OSS-40-035,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Giving non-binding reviews before receiving formal permissions, while role expectations have expanded over time.",True
OSS-40-036,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Taking responsibility for documentation or release work, while technical skill is strong but community participation is limited.",True
OSS-40-037,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Mentoring newcomers without becoming their private support channel, while permissions differ across organization repositories.",True
OSS-40-038,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Requesting sponsorship for a formal community role, while role expectations have expanded over time.",True
OSS-40-039,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Maintaining activity while reducing personal coding contributions, while technical skill is strong but community participation is limited.",True
OSS-40-040,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,intermediate,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Stepping down from a role when availability changes, while permissions differ across organization repositories.",True
OSS-40-041,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Moving from submitting changes to reviewing other contributors, while the project needs reviewers more urgently than feature authors.",True
OSS-40-042,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Building enough context to triage issues responsibly, while the contributor ladder is informal or undocumented.",True
OSS-40-043,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Asking how reviewer or maintainer roles are earned, while existing maintainers disagree about readiness.",True
OSS-40-044,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Demonstrating sustained ownership of one project area, while the project needs reviewers more urgently than feature authors.",True
OSS-40-045,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Giving non-binding reviews before receiving formal permissions, while the contributor ladder is informal or undocumented.",True
OSS-40-046,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Taking responsibility for documentation or release work, while existing maintainers disagree about readiness.",True
OSS-40-047,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Mentoring newcomers without becoming their private support channel, while the project needs reviewers more urgently than feature authors.",True
OSS-40-048,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Requesting sponsorship for a formal community role, while the contributor ladder is informal or undocumented.",True
OSS-40-049,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Maintaining activity while reducing personal coding contributions, while existing maintainers disagree about readiness.",True
OSS-40-050,09-growth-governance-and-sustainability,40-reviewer-triager-and-maintainer-growth,grow,advanced,A regular contributor | A new reviewer | A triager | A prospective maintainer,"Stepping down from a role when availability changes, while the project needs reviewers more urgently than feature authors.",True
OSS-41-001,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Finding where the project records binding technical decisions, while the governance document has not kept pace with practice.",False
OSS-41-002,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Proposing a governance change as the contributor base grows, while a small number of companies employ most maintainers.",False
OSS-41-003,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Participating in a vote without understanding quorum rules, while the project is under time pressure from a security incident.",False
OSS-41-004,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Handling a decision made by consensus after prolonged disagreement, while the governance document has not kept pace with practice.",False
OSS-41-005,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Resolving overlap between two working groups, while a small number of companies employ most maintainers.",False
OSS-41-006,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Documenting authority for emergency project decisions, while the project is under time pressure from a security incident.",False
OSS-41-007,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Challenging a practice that differs from written governance, while the governance document has not kept pace with practice.",False
OSS-41-008,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Adding a new maintainer through an unclear nomination process, while a small number of companies employ most maintainers.",False
OSS-41-009,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Separating employer interests from community project priorities, while the project is under time pressure from a security incident.",False
OSS-41-010,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Planning leadership succession for a critical subproject, while the governance document has not kept pace with practice.",False
OSS-41-011,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Finding where the project records binding technical decisions, while participants have unequal access to synchronous discussions.",False
OSS-41-012,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Proposing a governance change as the contributor base grows, while the decision affects contributors who were not consulted.",False
OSS-41-013,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Participating in a vote without understanding quorum rules, while there is no documented appeal or escalation path.",False
OSS-41-014,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Handling a decision made by consensus after prolonged disagreement, while participants have unequal access to synchronous discussions.",False
OSS-41-015,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Resolving overlap between two working groups, while the decision affects contributors who were not consulted.",False
OSS-41-016,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Documenting authority for emergency project decisions, while there is no documented appeal or escalation path.",False
OSS-41-017,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Challenging a practice that differs from written governance, while participants have unequal access to synchronous discussions.",False
OSS-41-018,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Adding a new maintainer through an unclear nomination process, while the decision affects contributors who were not consulted.",False
OSS-41-019,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Separating employer interests from community project priorities, while there is no documented appeal or escalation path.",False
OSS-41-020,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,beginner,A community member | A maintainer | A working-group lead | A project sponsor,"Planning leadership succession for a critical subproject, while participants have unequal access to synchronous discussions.",False
OSS-41-021,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Finding where the project records binding technical decisions, while a small number of companies employ most maintainers.",False
OSS-41-022,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Proposing a governance change as the contributor base grows, while the project is under time pressure from a security incident.",False
OSS-41-023,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Participating in a vote without understanding quorum rules, while the governance document has not kept pace with practice.",False
OSS-41-024,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Handling a decision made by consensus after prolonged disagreement, while a small number of companies employ most maintainers.",False
OSS-41-025,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Resolving overlap between two working groups, while the project is under time pressure from a security incident.",False
OSS-41-026,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Documenting authority for emergency project decisions, while the governance document has not kept pace with practice.",False
OSS-41-027,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Challenging a practice that differs from written governance, while a small number of companies employ most maintainers.",False
OSS-41-028,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Adding a new maintainer through an unclear nomination process, while the project is under time pressure from a security incident.",False
OSS-41-029,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Separating employer interests from community project priorities, while the governance document has not kept pace with practice.",False
OSS-41-030,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Planning leadership succession for a critical subproject, while a small number of companies employ most maintainers.",False
OSS-41-031,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Finding where the project records binding technical decisions, while the decision affects contributors who were not consulted.",False
OSS-41-032,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Proposing a governance change as the contributor base grows, while there is no documented appeal or escalation path.",False
OSS-41-033,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Participating in a vote without understanding quorum rules, while participants have unequal access to synchronous discussions.",False
OSS-41-034,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Handling a decision made by consensus after prolonged disagreement, while the decision affects contributors who were not consulted.",False
OSS-41-035,09-growth-governance-and-sustainability,41-governance-and-decision-making,lead,intermediate,A community member | A maintainer | A working-group lead | A project sponsor,"Resolving overlap between two working groups, while there is no documented appeal or escalation path.",False
